text,category,subcategory,severity
"Женщины самодостаточны. Им абсолютно похуй на одиночество. Конечно хорошо, когде тебя ебёт качок - миллиардер с лицом корейского идола, но если такого нет, то вполне норм жить одной. Они не ноют в интернете, вы никогда не встретите женщину, которая жалуется на одиночество, они им наслаждаются. Другое дело - мужичок. Если у него нет постоянного доступа к влажному варенику, он раскисает и бежит ныть на первый доступный форум.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"вы никогда не встретите женщину, которая жалуется на одиночество Ты кроме мамки вообще с женщинами общался? Скулят похлеще инцелья, если пару недель хуя не получали. А если еще и рюмочкой усугубить - то всё, прям кидаются на меня, буквально визжат Да выеби ты меня уже!",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"А вот баб-срак за 40 много но кому они на хуй нужны Лол, попробуй зарегать анкету с бабой сракой и охуей от количества чедлайтов в личке на следующий день. Проснись, маня, курс пизды в космосе. Ныне ЛЮБАЯ писичка востребована. Хоть в 20, хоть в 30, хоть в 40, хоть в 50 лет. Это ты ни в 20, ни в 40 нахуй никому не нужен не будучи чедом",OFFENSE,DEROGATORY_LANGUAGE,HIGH
М и Ж примерно поровну. Дак это наглый пиздёж.,OFFENSE,PROFANITY,MEDIUM
База.,NEUTRAL,OPINION,LOW
"попробуй зарегать анкету с бабой сракой Сначала пилят фейки на дейтингах, потом плачутся, что СЗ в говно скатились. Сами же и скатываете их, долбики, своим фейководством.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
додикс на серьезных щах превозносит донашивание всратки за чедом перед поебом всего что движется самим чедом Ебало представили?,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"то всё, прям кидаются на меня Кега сиськастая, ты себя видел, сказочник?",OFFENSE,PERSONAL_INSULT,MEDIUM
надо просто дома не сидеть И мыться. И быть самим собой.,NEUTRAL,OPINION,LOW
"Вот что делает с пиздюком без мужского примера, или с мужским примером ака безвольное чмо. Что, мамка много батьку изменяла и ты принял для себя такую картину мира, куколдикс?",OFFENSE,DEROGATORY_LANGUAGE,HIGH
"Познакомикс, не трясись",NEUTRAL,OPINION,LOW
Так и бабьё у меня мне под стать. Че бухтишь?,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Тряску наблюдаю исключительно у фейководов и им подобного отребья.,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
У меня круг общения это девственники Твои не девственники со шлюхами,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
У рсп и неликвида тоже куча ебырей,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"в зрелом возрасте все скатывается на нет, ебутся только 5 процентов красивых баб и 5 процентов красивых богатых властных (это все для бабы одно и то же) мужиков - остальные тупо заделали детей вступили в брак и не ебуца  С откуда тогда все эти сотни магазинов Интим + всякие онлайн секс шопы?  Кто тогда там покупает и тогда зачем?",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Что отражается. Девочек рождается меньше изначально. Мужики начинают потом откисать потихоньку из-за всякой хуйни,NEUTRAL,FACT,LOW
Все бабы заняты Знаю местечко где они не заняты  Но вам это не понравится Рюмочная клуб  Иначе клуб клуб,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Пенисы покупают драгон дилдо пидорасы,HATE,LGBTQ+,HIGH
"База. Я охуел, когда даже натрашка с наебышем в анкете требования по росту 180+ предъявляет. Это все, финиш нахуй. Еще несколько лет, и ебаться будут буквально гигачеды и нефтяные олигархи",OFFENSE,DEROGATORY_LANGUAGE,HIGH
Это и есть уровень двачера,NEUTRAL,OPINION,LOW
"На самом деле тянок в 3-5 раз меньше, чем кунов.  Я ездил одно время в сити с утра, рано, так вот на целый ВАГОН МЕТРО не было НИ ОДНОЙ ТЯН!!!!! Иногда была 1-2 бабки Сраки, а в основном петровичи и мастурбеки Я понимаю что это раннее утро, все понятно но выглядело ппц крипово",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Святая толстота. Если даже исключить экономический аспект, наличие статусного ебыря - это гарантированное повышение в бабской иерархии, а бабы только ради выебонов перед друг другом и живут.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
У меня круг общения это девственники Им по 17 лет?,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
